Timestamp,Requests,CPU_Utilization,Memory_Utilization,BlackFriday_Flag
2025-07-25 00:00:00,25,35.07321404017763,38.85185289650468,0
2025-07-25 00:05:00,18,33.22013962968285,38.8794295411993,0
2025-07-25 00:10:00,27,27.379023230405387,40.11615697041528,0
2025-07-25 00:15:00,38,39.86249288403235,35.39190301450911,0
2025-07-25 00:20:00,17,23.03812121971984,39.58074250493024,0
2025-07-25 00:25:00,17,26.41354866165267,38.043628208454166,0
2025-07-25 00:30:00,39,35.673345379083635,37.87094396416909,0
2025-07-25 00:35:00,30,28.26780931586252,36.39576703152933,0
2025-07-25 00:40:00,15,29.55009339758051,35.90410460193664,0
2025-07-25 00:45:00,28,32.21938666140906,34.51563803809354,0
2025-07-25 00:50:00,16,27.949768054645684,42.183928609871934,0
2025-07-25 00:55:00,17,32.13055006904501,41.531698292529725,0
2025-07-25 01:00:00,26,29.87496904794427,39.51241635851409,0
2025-07-25 01:05:00,10,28.12616427525522,35.52980475097373,0
2025-07-25 01:10:00,10,31.78588750995161,35.608676036187816,0
2025-07-25 01:15:00,18,32.24584291401487,39.50134152247364,0
2025-07-25 01:20:00,13,31.19695734828397,41.93869243579338,0
2025-07-25 01:25:00,30,27.12872142496284,36.95723150875339,0
2025-07-25 01:30:00,16,30.776637027380986,33.65313281324404,0
2025-07-25 01:35:00,11,24.02067052396897,41.02546724142963,0
2025-07-25 01:40:00,46,30.204881516034494,35.273425020053885,0
2025-07-25 01:45:00,27,30.78592486785653,35.28681680414919,0
2025-07-25 01:50:00,32,28.446855383848884,38.11253693907939,0
2025-07-25 01:55:00,15,31.51314703819121,32.14634113994743,0
2025-07-25 02:00:00,26,34.16841256277716,41.56023121969027,0
2025-07-25 02:05:00,35,25.274269536303454,41.87150189262215,0
2025-07-25 02:10:00,21,26.49355498941408,35.897492217111306,0
2025-07-25 02:15:00,41,28.260364610104585,43.80221215632047,0
2025-07-25 02:20:00,30,29.942451777884976,43.053133040260505,0
2025-07-25 02:25:00,35,34.70884988613643,38.963113804217706,0
2025-07-25 02:30:00,33,31.388568664593663,37.66129786219083,0
2025-07-25 02:35:00,64,36.77351881639166,49.48747287180573,0
2025-07-25 02:40:00,43,39.712095685326894,42.351516145202105,0
2025-07-25 02:45:00,32,22.847738692633765,39.623792531462335,0
2025-07-25 02:50:00,56,42.298904732202594,45.82777447162594,0
2025-07-25 02:55:00,33,30.107812426139937,39.87940950433373,0
2025-07-25 03:00:00,51,36.08261466425735,39.69862044481071,0
2025-07-25 03:05:00,27,28.90373029486703,38.52039763368855,0
2025-07-25 03:10:00,36,39.202156685520094,42.49629246015754,0
2025-07-25 03:15:00,56,32.490191743271936,35.79477369940307,0
2025-07-25 03:20:00,64,39.25516983697177,41.88584834063725,0
2025-07-25 03:25:00,59,40.19185048173221,46.28486085444967,0
2025-07-25 03:30:00,57,31.25792602476252,40.39272412197573,0
2025-07-25 03:35:00,57,33.916681297860855,46.50902057928266,0
2025-07-25 03:40:00,44,34.285306211714065,44.63224255573779,0
2025-07-25 03:45:00,55,33.73040602466922,41.49999419720954,0
2025-07-25 03:50:00,60,35.10095517615944,40.58346695498902,0
2025-07-25 03:55:00,80,41.37834034538072,43.83490028538008,0
2025-07-25 04:00:00,74,43.90547761104544,51.88865381298288,0
2025-07-25 04:05:00,50,34.79294996610327,46.71263029004474,0
2025-07-25 04:10:00,77,46.4108169659233,44.70187047252831,0
2025-07-25 04:15:00,71,36.66200046424548,41.71355657871126,0
2025-07-25 04:20:00,69,35.307635119003066,43.70493628541482,0
2025-07-25 04:25:00,87,51.859779848532206,46.1793343574763,0
2025-07-25 04:30:00,94,43.07097071669529,42.56236191118504,0
2025-07-25 04:35:00,94,40.64129464393668,46.63191071976868,0
2025-07-25 04:40:00,75,34.691806818440206,48.054498021086566,0
2025-07-25 04:45:00,84,47.812424906319,39.69939055148689,0
2025-07-25 04:50:00,93,44.29378981117116,48.7483016425816,0
2025-07-25 04:55:00,103,46.80436188665561,51.57123072484863,0
2025-07-25 05:00:00,88,43.80415417348642,43.92248852098943,0
2025-07-25 05:05:00,94,49.73254220911084,51.3629476402632,0
2025-07-25 05:10:00,85,42.99948482608214,43.13859108282905,0
2025-07-25 05:15:00,86,53.32624254340271,46.6596265827115,0
2025-07-25 05:20:00,112,50.259850558665136,47.56594099825359,0
2025-07-25 05:25:00,121,55.88089824708209,48.60651593537517,0
2025-07-25 05:30:00,106,51.55927648180442,45.87809390900957,0
2025-07-25 05:35:00,121,51.50846632265957,51.63441131732699,0
2025-07-25 05:40:00,115,48.08940882159542,51.42130333629104,0
2025-07-25 05:45:00,105,49.58587071904554,47.49292340387534,0
2025-07-25 05:50:00,119,53.43485280133391,45.31707238253126,0
2025-07-25 05:55:00,136,52.6901448722037,52.56250453519943,0
2025-07-25 06:00:00,119,51.97077472055236,50.61445358191375,0
2025-07-25 06:05:00,140,60.95540663514771,51.26472045062762,0
2025-07-25 06:10:00,92,53.72329040351919,51.75269356003723,0
2025-07-25 06:15:00,136,58.42616873601143,46.67658936236008,0
2025-07-25 06:20:00,129,60.99826934611838,43.91936556047416,0
2025-07-25 06:25:00,127,50.48819499668751,48.08332721445971,0
2025-07-25 06:30:00,134,57.32135368713203,53.22972342712609,0
2025-07-25 06:35:00,111,54.8536105959569,45.19584748495219,0
2025-07-25 06:40:00,134,51.05499279289346,48.22453785793892,0
2025-07-25 06:45:00,143,54.692403824965794,55.10838997570492,0
2025-07-25 06:50:00,159,67.01493083209687,55.51308656007826,0
2025-07-25 06:55:00,137,51.36046083178563,52.63710432248523,0
2025-07-25 07:00:00,136,49.5950757499946,53.68588451146064,0
2025-07-25 07:05:00,141,62.34352600817669,50.75983916579152,0
2025-07-25 07:10:00,161,65.21924207974925,53.18969642136769,0
2025-07-25 07:15:00,156,61.0680521421062,56.16001299923216,0
2025-07-25 07:20:00,147,57.34303319663642,48.706726684139895,0
2025-07-25 07:25:00,162,58.97456484324077,48.06020202389201,0
2025-07-25 07:30:00,159,61.20311573754701,52.83214033855869,0
2025-07-25 07:35:00,171,69.13687778150525,58.42042893186928,0
2025-07-25 07:40:00,153,59.79844609502748,54.22714178266541,0
2025-07-25 07:45:00,160,68.93316018678777,56.80750530389628,0
2025-07-25 07:50:00,161,56.93153602434092,48.3274646870406,0
2025-07-25 07:55:00,150,58.03935043584466,54.01089412669288,0
2025-07-25 08:00:00,173,61.68952286079482,57.78800671290012,0
2025-07-25 08:05:00,175,59.16163142543704,51.94880642203324,0
2025-07-25 08:10:00,173,62.6217559771276,58.44113144936666,0
2025-07-25 08:15:00,172,64.67255230096262,55.39448063465763,0
2025-07-25 08:20:00,160,62.37902356051804,63.45879347247797,0
2025-07-25 08:25:00,174,71.98011732767648,49.35827830889067,0
2025-07-25 08:30:00,176,65.74585499345542,60.31897134733035,0
2025-07-25 08:35:00,172,67.65285161202269,54.57332810895135,0
2025-07-25 08:40:00,182,65.3799101195015,52.029744748119285,0
2025-07-25 08:45:00,190,73.68452459600226,56.31311758431878,0
2025-07-25 08:50:00,210,80.8363124890926,61.05562791314349,0
2025-07-25 08:55:00,191,69.19851317698978,61.06194872856021,0
2025-07-25 09:00:00,193,63.665646155805824,63.42204680127588,0
2025-07-25 09:05:00,191,64.90024985658326,62.22684469212681,0
2025-07-25 09:10:00,170,63.68228261425391,52.58815142957739,0
2025-07-25 09:15:00,194,69.69647127435417,61.774391785899205,0
